country,year,expenditure_usd,currency_basis,source
Chile,2003,3354517764.988742,Constant (2024) US$,sipri
Chile,2004,3802874710.3321176,Constant (2024) US$,sipri
Chile,2005,3909884107.962951,Constant (2024) US$,sipri
Chile,2006,4454696593.576764,Constant (2024) US$,sipri
Chile,2007,4386007552.590316,Constant (2024) US$,sipri
Chile,2008,4655564377.526175,Constant (2024) US$,sipri
Chile,2009,4186591778.6336384,Constant (2024) US$,sipri
Chile,2010,4710464332.705276,Constant (2024) US$,sipri
Chile,2011,5020517338.289503,Constant (2024) US$,sipri
Chile,2012,4711973752.412367,Constant (2024) US$,sipri
Chile,2013,4767879751.426963,Constant (2024) US$,sipri
Chile,2014,4838241560.309246,Constant (2024) US$,sipri
Chile,2015,4825775308.06492,Constant (2024) US$,sipri
Chile,2016,4984668879.107534,Constant (2024) US$,sipri
Chile,2017,5227417742.267275,Constant (2024) US$,sipri
Chile,2018,5216206402.14454,Constant (2024) US$,sipri
Chile,2019,5213760946.076073,Constant (2024) US$,sipri
Chile,2020,5768676145.092085,Constant (2024) US$,sipri
Chile,2021,5238640030.5040455,Constant (2024) US$,sipri
Chile,2022,4835124127.560803,Constant (2024) US$,sipri
Chile,2023,5079256722.871217,Constant (2024) US$,sipri
Chile,2024,5506745657.449897,Constant (2024) US$,sipri
Chile,2025,5151859744.215887,Constant (2024) US$,sipri
China,1989,19905957179.233753,Constant (2024) US$,sipri
China,1990,21639621941.251564,Constant (2024) US$,sipri
China,1991,23000931515.39146,Constant (2024) US$,sipri
China,1992,27972069658.336967,Constant (2024) US$,sipri
China,1993,25722776262.313732,Constant (2024) US$,sipri
China,1994,24750393098.97849,Constant (2024) US$,sipri
China,1995,25707125679.044743,Constant (2024) US$,sipri
China,1996,27234483952.72314,Constant (2024) US$,sipri
China,1997,29054192422.13676,Constant (2024) US$,sipri
China,1998,31723585544.991474,Constant (2024) US$,sipri
China,1999,38673675311.03788,Constant (2024) US$,sipri
China,2000,41859948841.16564,Constant (2024) US$,sipri
China,2001,49634629032.69097,Constant (2024) US$,sipri
China,2002,57007590029.36875,Constant (2024) US$,sipri
China,2003,61696002549.76678,Constant (2024) US$,sipri
China,2004,67956449183.109856,Constant (2024) US$,sipri
China,2005,74624977423.3132,Constant (2024) US$,sipri
China,2006,85898208741.8142,Constant (2024) US$,sipri
China,2007,94424535468.66345,Constant (2024) US$,sipri
China,2008,103310802204.00917,Constant (2024) US$,sipri
China,2009,125361395166.64105,Constant (2024) US$,sipri
China,2010,131535819782.51814,Constant (2024) US$,sipri
China,2011,141205815511.1411,Constant (2024) US$,sipri
China,2012,155714059074.59067,Constant (2024) US$,sipri
China,2013,168374625016.72705,Constant (2024) US$,sipri
China,2014,181814420334.38324,Constant (2024) US$,sipri
China,2015,196087555562.86047,Constant (2024) US$,sipri
China,2016,207375409988.32565,Constant (2024) US$,sipri
China,2017,220129319922.22845,Constant (2024) US$,sipri
China,2018,233023664266.89957,Constant (2024) US$,sipri
China,2019,244375956198.55542,Constant (2024) US$,sipri
China,2020,255894618923.62384,Constant (2024) US$,sipri
China,2021,262558666693.1823,Constant (2024) US$,sipri
China,2022,274158195884.27496,Constant (2024) US$,sipri
China,2023,292220763057.2531,Constant (2024) US$,sipri
China,2024,311900350600.8155,Constant (2024) US$,sipri
China,2025,335017617337.64655,Constant (2024) US$,sipri
Colombia,1958,469241477.5172838,Constant (2024) US$,sipri
Colombia,1959,385450158.32876116,Constant (2024) US$,sipri
Colombia,1960,424002241.06453687,Constant (2024) US$,sipri
Colombia,1961,506552089.02802664,Constant (2024) US$,sipri
Colombia,1962,786588689.8497002,Constant (2024) US$,sipri
Colombia,1963,898544250.5066891,Constant (2024) US$,sipri
Colombia,1964,857805875.0621594,Constant (2024) US$,sipri
Colombia,1965,904524428.6588609,Constant (2024) US$,sipri
Colombia,1966,930676307.2039922,Constant (2024) US$,sipri
Colombia,1967,954994817.3762238,Constant (2024) US$,sipri
Colombia,1968,789281789.0606335,Constant (2024) US$,sipri
Colombia,1969,731357678.7444375,Constant (2024) US$,sipri
Colombia,1970,900126530.1364906,Constant (2024) US$,sipri
Colombia,1971,1415319041.0568135,Constant (2024) US$,sipri
Colombia,1972,883174376.3080643,Constant (2024) US$,sipri
Colombia,1973,802796754.1789547,Constant (2024) US$,sipri
Colombia,1974,796473417.3740907,Constant (2024) US$,sipri
Colombia,1975,897434734.079426,Constant (2024) US$,sipri
Colombia,1976,842509644.087986,Constant (2024) US$,sipri
Colombia,1977,816340841.7478522,Constant (2024) US$,sipri
Colombia,1978,951958484.6929295,Constant (2024) US$,sipri
Colombia,1979,1079265584.3279662,Constant (2024) US$,sipri
Colombia,1980,1238702508.5556056,Constant (2024) US$,sipri
Colombia,1981,1169833744.1009693,Constant (2024) US$,sipri
Colombia,1982,1155061392.097874,Constant (2024) US$,sipri
Colombia,1983,1528216568.4056046,Constant (2024) US$,sipri
Colombia,1984,1740636971.4357817,Constant (2024) US$,sipri
Colombia,1985,1595631796.8097034,Constant (2024) US$,sipri
Colombia,1986,1737104659.9924707,Constant (2024) US$,sipri
Colombia,1987,1867780800.7738936,Constant (2024) US$,sipri
Colombia,1988,2149461900.0353923,Constant (2024) US$,sipri
Colombia,1989,2190928499.531164,Constant (2024) US$,sipri
Colombia,1990,2291019702.355671,Constant (2024) US$,sipri
Colombia,1991,2268331358.1922145,Constant (2024) US$,sipri
Colombia,1992,2590447012.364535,Constant (2024) US$,sipri
Colombia,1993,3336614879.298863,Constant (2024) US$,sipri
Colombia,1994,3485598913.6301427,Constant (2024) US$,sipri
Colombia,1995,4069499334.5834675,Constant (2024) US$,sipri
Colombia,1996,6308110700.96181,Constant (2024) US$,sipri
Colombia,1997,4055557965.751755,Constant (2024) US$,sipri
Colombia,1998,4844430235.33097,Constant (2024) US$,sipri
Colombia,1999,5154708934.881696,Constant (2024) US$,sipri
Colombia,2000,5231643335.315034,Constant (2024) US$,sipri
Colombia,2001,5753857535.875604,Constant (2024) US$,sipri
Colombia,2002,6041612355.552693,Constant (2024) US$,sipri
Colombia,2003,6346511470.833551,Constant (2024) US$,sipri
Colombia,2004,6774071694.640549,Constant (2024) US$,sipri
Colombia,2005,6896356991.312195,Constant (2024) US$,sipri
Colombia,2006,7291965106.180873,Constant (2024) US$,sipri
Colombia,2007,7735648503.145881,Constant (2024) US$,sipri
Colombia,2008,9143767469.520193,Constant (2024) US$,sipri
Colombia,2009,9605689897.558548,Constant (2024) US$,sipri
Colombia,2010,9532487425.682512,Constant (2024) US$,sipri
Colombia,2011,8873439507.20765,Constant (2024) US$,sipri
Colombia,2012,9498054015.011461,Constant (2024) US$,sipri
Colombia,2013,10342429332.71629,Constant (2024) US$,sipri
Colombia,2014,10199893447.358206,Constant (2024) US$,sipri
Colombia,2015,10252892290.895376,Constant (2024) US$,sipri
Colombia,2016,10108845337.421007,Constant (2024) US$,sipri
Colombia,2017,10787299027.767996,Constant (2024) US$,sipri
Colombia,2018,10601701261.893332,Constant (2024) US$,sipri
Colombia,2019,11397586079.827389,Constant (2024) US$,sipri
Colombia,2020,11764752285.919092,Constant (2024) US$,sipri
Colombia,2021,12277010567.85164,Constant (2024) US$,sipri
Colombia,2022,12023206172.638489,Constant (2024) US$,sipri
Colombia,2023,12201043822.154686,Constant (2024) US$,sipri
Colombia,2024,13876037183.895292,Constant (2024) US$,sipri
Colombia,2025,13743503251.894672,Constant (2024) US$,sipri
"Congo, DR",1963,124434019.88189138,Constant (2024) US$,sipri
"Congo, DR",1964,171271742.4728344,Constant (2024) US$,sipri
"Congo, DR",1965,278889915.6091221,Constant (2024) US$,sipri
"Congo, DR",1966,239213690.98895445,Constant (2024) US$,sipri
"Congo, DR",1967,215236294.81088468,Constant (2024) US$,sipri
"Congo, DR",1968,222866672.71286207,Constant (2024) US$,sipri
"Congo, DR",1969,301283814.5022651,Constant (2024) US$,sipri
"Congo, DR",1970,394151275.88122535,Constant (2024) US$,sipri
"Congo, DR",1971,370441919.8220071,Constant (2024) US$,sipri
"Congo, DR",1972,295425139.70428723,Constant (2024) US$,sipri
"Congo, DR",1973,278244534.7851684,Constant (2024) US$,sipri
"Congo, DR",1974,397146017.81142634,Constant (2024) US$,sipri
"Congo, DR",1975,283285010.25798756,Constant (2024) US$,sipri
"Congo, DR",1976,172748599.22041833,Constant (2024) US$,sipri
"Congo, DR",1977,147765092.915369,Constant (2024) US$,sipri
"Congo, DR",1978,129058293.60890721,Constant (2024) US$,sipri
"Congo, DR",1979,117881205.51313283,Constant (2024) US$,sipri
"Congo, DR",1980,103783837.93834054,Constant (2024) US$,sipri
"Congo, DR",1981,56512290.742986396,Constant (2024) US$,sipri
"Congo, DR",1982,111346738.65798773,Constant (2024) US$,sipri
"Congo, DR",1983,75825657.8153509,Constant (2024) US$,sipri
"Congo, DR",1984,94479255.27046216,Constant (2024) US$,sipri
"Congo, DR",1985,79625891.3061708,Constant (2024) US$,sipri
"Congo, DR",1986,110120922.51988205,Constant (2024) US$,sipri
"Congo, DR",1987,48755004.75753655,Constant (2024) US$,sipri
"Congo, DR",1988,360237440.3107948,Constant (2024) US$,sipri
"Congo, DR",1989,113032435.31331731,Constant (2024) US$,sipri
"Congo, DR",1990,79932126.9765093,Constant (2024) US$,sipri
"Congo, DR",1991,73489439.26667939,Constant (2024) US$,sipri
"Congo, DR",1992,140234022.8582983,Constant (2024) US$,sipri
"Congo, DR",1993,430828098.31405234,Constant (2024) US$,sipri
"Congo, DR",1996,148542154.40595433,Constant (2024) US$,sipri
"Congo, DR",1997,122078369.43297741,Constant (2024) US$,sipri
"Congo, DR",1998,36746981.86516541,Constant (2024) US$,sipri
"Congo, DR",1999,133878409.67555894,Constant (2024) US$,sipri
"Congo, DR",2000,99554244.99537545,Constant (2024) US$,sipri
"Congo, DR",2003,169374416.0106457,Constant (2024) US$,sipri
"Congo, DR",2004,280634591.41756266,Constant (2024) US$,sipri
"Congo, DR",2005,328770704.44111955,Constant (2024) US$,sipri
"Congo, DR",2006,357411309.2573234,Constant (2024) US$,sipri
"Congo, DR",2007,338238260.9223325,Constant (2024) US$,sipri
"Congo, DR",2008,241950093.75938457,Constant (2024) US$,sipri
"Congo, DR",2009,183396660.7753474,Constant (2024) US$,sipri
"Congo, DR",2010,249425609.41447586,Constant (2024) US$,sipri
"Congo, DR",2011,286311607.66456413,Constant (2024) US$,sipri
"Congo, DR",2012,395395213.2800247,Constant (2024) US$,sipri
"Congo, DR",2013,441470151.7558858,Constant (2024) US$,sipri
"Congo, DR",2014,399690866.2508031,Constant (2024) US$,sipri
"Congo, DR",2015,571705194.3527623,Constant (2024) US$,sipri
"Congo, DR",2016,487107225.0948744,Constant (2024) US$,sipri
"Congo, DR",2017,384880150.3297666,Constant (2024) US$,sipri
"Congo, DR",2018,331267121.3538872,Constant (2024) US$,sipri
"Congo, DR",2019,385810309.6632775,Constant (2024) US$,sipri
"Congo, DR",2020,399038992.93723977,Constant (2024) US$,sipri
"Congo, DR",2021,333785499.0177459,Constant (2024) US$,sipri
"Congo, DR",2022,374579381.29592353,Constant (2024) US$,sipri
"Congo, DR",2023,763042677.7494144,Constant (2024) US$,sipri
"Congo, DR",2024,899187778.4038358,Constant (2024) US$,sipri
"Congo, DR",2025,1082143886.8877225,Constant (2024) US$,sipri
"Congo, Republic",1970,63793171.137590475,Constant (2024) US$,sipri
"Congo, Republic",1971,64151912.50944822,Constant (2024) US$,sipri
"Congo, Republic",1972,49633296.38120175,Constant (2024) US$,sipri
"Congo, Republic",1973,64656561.74882672,Constant (2024) US$,sipri
"Congo, Republic",1974,81879253.488808,Constant (2024) US$,sipri
"Congo, Republic",1975,86612004.06176606,Constant (2024) US$,sipri
"Congo, Republic",1976,92068041.17429651,Constant (2024) US$,sipri
"Congo, Republic",1978,76221199.64905012,Constant (2024) US$,sipri
"Congo, Republic",1979,92069744.2342878,Constant (2024) US$,sipri
"Congo, Republic",1980,93334360.41174617,Constant (2024) US$,sipri
"Congo, Republic",1981,131799762.91777052,Constant (2024) US$,sipri
"Congo, Republic",1982,175628633.3670013,Constant (2024) US$,sipri
"Congo, Republic",1984,148825890.566629,Constant (2024) US$,sipri
"Congo, Republic",1985,166447638.74874097,Constant (2024) US$,sipri
"Congo, Republic",1987,192240363.00167057,Constant (2024) US$,sipri
"Congo, Republic",1992,219459957.57953003,Constant (2024) US$,sipri
"Congo, Republic",1993,195008043.9097301,Constant (2024) US$,sipri
"Congo, Republic",2001,124139252.80013263,Constant (2024) US$,sipri
"Congo, Republic",2002,146850383.37182015,Constant (2024) US$,sipri
"Congo, Republic",2003,163447230.7994476,Constant (2024) US$,sipri
"Congo, Republic",2004,192249370.71231097,Constant (2024) US$,sipri
"Congo, Republic",2005,151165257.9365446,Constant (2024) US$,sipri
"Congo, Republic",2006,176413374.33596542,Constant (2024) US$,sipri
"Congo, Republic",2007,209172944.57440805,Constant (2024) US$,sipri
"Congo, Republic",2008,230128649.92263827,Constant (2024) US$,sipri
"Congo, Republic",2010,255280201.53510508,Constant (2024) US$,sipri
"Congo, Republic",2013,382790099.27788895,Constant (2024) US$,sipri
"Congo, Republic",2014,729015093.36694,Constant (2024) US$,sipri
"Congo, Republic",2016,584840651.8131263,Constant (2024) US$,sipri
"Congo, Republic",2017,427191055.8662297,Constant (2024) US$,sipri
"Congo, Republic",2018,314085931.4205524,Constant (2024) US$,sipri
"Congo, Republic",2019,332542357.7374475,Constant (2024) US$,sipri
"Congo, Republic",2020,319149732.2377834,Constant (2024) US$,sipri
"Congo, Republic",2021,317307935.94289523,Constant (2024) US$,sipri
"Congo, Republic",2022,294020716.18903303,Constant (2024) US$,sipri
"Congo, Republic",2023,293911330.1448582,Constant (2024) US$,sipri
"Congo, Republic",2024,182061515.6262884,Constant (2024) US$,sipri
"Congo, Republic",2025,189684150.7418224,Constant (2024) US$,sipri
Costa Rica,1949,0.0,Constant (2024) US$,sipri
Costa Rica,1950,0.0,Constant (2024) US$,sipri
Costa Rica,1951,0.0,Constant (2024) US$,sipri
Costa Rica,1952,0.0,Constant (2024) US$,sipri
Costa Rica,1953,0.0,Constant (2024) US$,sipri
Costa Rica,1954,0.0,Constant (2024) US$,sipri
Costa Rica,1955,0.0,Constant (2024) US$,sipri
Costa Rica,1956,0.0,Constant (2024) US$,sipri
Costa Rica,1957,0.0,Constant (2024) US$,sipri
Costa Rica,1958,0.0,Constant (2024) US$,sipri
Costa Rica,1959,0.0,Constant (2024) US$,sipri
Costa Rica,1960,0.0,Constant (2024) US$,sipri
Costa Rica,1961,0.0,Constant (2024) US$,sipri
Costa Rica,1962,0.0,Constant (2024) US$,sipri
Costa Rica,1963,0.0,Constant (2024) US$,sipri
Costa Rica,1964,0.0,Constant (2024) US$,sipri
Costa Rica,1965,0.0,Constant (2024) US$,sipri
Costa Rica,1966,0.0,Constant (2024) US$,sipri
Costa Rica,1967,0.0,Constant (2024) US$,sipri
Costa Rica,1968,0.0,Constant (2024) US$,sipri
Costa Rica,1969,0.0,Constant (2024) US$,sipri
Costa Rica,1970,0.0,Constant (2024) US$,sipri
Costa Rica,1971,0.0,Constant (2024) US$,sipri
Costa Rica,1972,0.0,Constant (2024) US$,sipri
Costa Rica,1973,0.0,Constant (2024) US$,sipri
Costa Rica,1974,0.0,Constant (2024) US$,sipri
Costa Rica,1975,0.0,Constant (2024) US$,sipri
Costa Rica,1976,0.0,Constant (2024) US$,sipri
Costa Rica,1977,0.0,Constant (2024) US$,sipri
Costa Rica,1978,0.0,Constant (2024) US$,sipri
Costa Rica,1979,0.0,Constant (2024) US$,sipri
Costa Rica,1980,0.0,Constant (2024) US$,sipri
Costa Rica,1981,0.0,Constant (2024) US$,sipri
Costa Rica,1982,0.0,Constant (2024) US$,sipri
Costa Rica,1983,0.0,Constant (2024) US$,sipri
Costa Rica,1984,0.0,Constant (2024) US$,sipri
Costa Rica,1985,0.0,Constant (2024) US$,sipri
Costa Rica,1986,0.0,Constant (2024) US$,sipri
Costa Rica,1987,0.0,Constant (2024) US$,sipri
Costa Rica,1988,0.0,Constant (2024) US$,sipri
Costa Rica,1989,0.0,Constant (2024) US$,sipri
Costa Rica,1990,0.0,Constant (2024) US$,sipri
Costa Rica,1991,0.0,Constant (2024) US$,sipri
Costa Rica,1992,0.0,Constant (2024) US$,sipri
Costa Rica,1993,0.0,Constant (2024) US$,sipri
Costa Rica,1994,0.0,Constant (2024) US$,sipri
Costa Rica,1995,0.0,Constant (2024) US$,sipri
Costa Rica,1996,0.0,Constant (2024) US$,sipri
Costa Rica,1997,0.0,Constant (2024) US$,sipri
Costa Rica,1998,0.0,Constant (2024) US$,sipri
Costa Rica,1999,0.0,Constant (2024) US$,sipri
Costa Rica,2000,0.0,Constant (2024) US$,sipri
Costa Rica,2001,0.0,Constant (2024) US$,sipri
Costa Rica,2002,0.0,Constant (2024) US$,sipri
Costa Rica,2003,0.0,Constant (2024) US$,sipri
Costa Rica,2004,0.0,Constant (2024) US$,sipri
Costa Rica,2005,0.0,Constant (2024) US$,sipri
Costa Rica,2006,0.0,Constant (2024) US$,sipri
Costa Rica,2007,0.0,Constant (2024) US$,sipri
Costa Rica,2008,0.0,Constant (2024) US$,sipri
Costa Rica,2009,0.0,Constant (2024) US$,sipri
Costa Rica,2010,0.0,Constant (2024) US$,sipri
Costa Rica,2011,0.0,Constant (2024) US$,sipri
Costa Rica,2012,0.0,Constant (2024) US$,sipri
Costa Rica,2013,0.0,Constant (2024) US$,sipri
Costa Rica,2014,0.0,Constant (2024) US$,sipri
Costa Rica,2015,0.0,Constant (2024) US$,sipri
Costa Rica,2016,0.0,Constant (2024) US$,sipri
Costa Rica,2017,0.0,Constant (2024) US$,sipri
Costa Rica,2018,0.0,Constant (2024) US$,sipri
Costa Rica,2019,0.0,Constant (2024) US$,sipri
Costa Rica,2020,0.0,Constant (2024) US$,sipri
Costa Rica,2021,0.0,Constant (2024) US$,sipri
Costa Rica,2022,0.0,Constant (2024) US$,sipri
Costa Rica,2023,0.0,Constant (2024) US$,sipri
Costa Rica,2024,0.0,Constant (2024) US$,sipri
Costa Rica,2025,0.0,Constant (2024) US$,sipri
Cote d'Ivoire,1962,79818955.32733798,Constant (2024) US$,sipri
Cote d'Ivoire,1963,72741178.18759623,Constant (2024) US$,sipri
Cote d'Ivoire,1964,100319336.48939458,Constant (2024) US$,sipri
Cote d'Ivoire,1965,112741592.9796556,Constant (2024) US$,sipri
Cote d'Ivoire,1966,111559517.77780077,Constant (2024) US$,sipri
Cote d'Ivoire,1967,121070857.12663239,Constant (2024) US$,sipri
Cote d'Ivoire,1968,120319589.06332958,Constant (2024) US$,sipri
Cote d'Ivoire,1969,127688711.6130393,Constant (2024) US$,sipri
Cote d'Ivoire,1970,137674326.42872873,Constant (2024) US$,sipri
Cote d'Ivoire,1971,186265633.59293863,Constant (2024) US$,sipri
Cote d'Ivoire,1972,225077747.33003703,Constant (2024) US$,sipri
Cote d'Ivoire,1973,162067503.06410697,Constant (2024) US$,sipri
Cote d'Ivoire,1974,213615876.99351934,Constant (2024) US$,sipri
Cote d'Ivoire,1975,190401583.9830019,Constant (2024) US$,sipri
Cote d'Ivoire,1976,216563347.31105536,Constant (2024) US$,sipri
Cote d'Ivoire,1977,171367883.82109147,Constant (2024) US$,sipri
Cote d'Ivoire,1978,234401527.8646187,Constant (2024) US$,sipri
Cote d'Ivoire,1979,224886554.04980555,Constant (2024) US$,sipri
Cote d'Ivoire,1980,224565634.0489307,Constant (2024) US$,sipri
Cote d'Ivoire,1981,206148373.04632857,Constant (2024) US$,sipri
Cote d'Ivoire,1982,217677592.95068875,Constant (2024) US$,sipri
Cote d'Ivoire,1983,210822073.4032072,Constant (2024) US$,sipri
Cote d'Ivoire,1984,213305646.8559037,Constant (2024) US$,sipri
Cote d'Ivoire,1985,213459796.48976734,Constant (2024) US$,sipri
Cote d'Ivoire,1986,208227620.57606518,Constant (2024) US$,sipri
Cote d'Ivoire,1987,214861318.52966514,Constant (2024) US$,sipri
Cote d'Ivoire,1988,207768949.47940364,Constant (2024) US$,sipri
Cote d'Ivoire,1989,222925454.76185617,Constant (2024) US$,sipri
Cote d'Ivoire,1990,212953338.04596364,Constant (2024) US$,sipri
Cote d'Ivoire,1991,217292072.31718138,Constant (2024) US$,sipri
Cote d'Ivoire,1992,212735611.28365418,Constant (2024) US$,sipri
Cote d'Ivoire,1993,211163270.75902897,Constant (2024) US$,sipri
Cote d'Ivoire,1994,185742540.68511036,Constant (2024) US$,sipri
Cote d'Ivoire,1996,178414384.41937935,Constant (2024) US$,sipri
Cote d'Ivoire,1997,178285112.90659735,Constant (2024) US$,sipri
Cote d'Ivoire,2003,336879942.0152488,Constant (2024) US$,sipri
Cote d'Ivoire,2004,355372763.9689601,Constant (2024) US$,sipri
Cote d'Ivoire,2005,340272895.3453391,Constant (2024) US$,sipri
Cote d'Ivoire,2006,352236441.3497997,Constant (2024) US$,sipri
Cote d'Ivoire,2007,383529520.4638348,Constant (2024) US$,sipri
Cote d'Ivoire,2008,384263327.4627447,Constant (2024) US$,sipri
Cote d'Ivoire,2009,456706411.40114254,Constant (2024) US$,sipri
Cote d'Ivoire,2010,436771996.3259061,Constant (2024) US$,sipri
Cote d'Ivoire,2011,365578920.62451357,Constant (2024) US$,sipri
Cote d'Ivoire,2012,445361918.2082448,Constant (2024) US$,sipri
Cote d'Ivoire,2013,443231359.22041565,Constant (2024) US$,sipri
Cote d'Ivoire,2014,535301457.4366731,Constant (2024) US$,sipri
Cote d'Ivoire,2015,691182580.4697466,Constant (2024) US$,sipri
Cote d'Ivoire,2016,727898442.087157,Constant (2024) US$,sipri
Cote d'Ivoire,2017,595748415.013115,Constant (2024) US$,sipri
Cote d'Ivoire,2018,680586188.131107,Constant (2024) US$,sipri
Cote d'Ivoire,2019,627745997.9471895,Constant (2024) US$,sipri
Cote d'Ivoire,2020,681964693.6818097,Constant (2024) US$,sipri
Cote d'Ivoire,2021,662790735.1541806,Constant (2024) US$,sipri
Cote d'Ivoire,2022,674381234.3281957,Constant (2024) US$,sipri
Cote d'Ivoire,2023,705977075.9802622,Constant (2024) US$,sipri
Cote d'Ivoire,2024,658420212.9945459,Constant (2024) US$,sipri
Cote d'Ivoire,2025,721088606.1323252,Constant (2024) US$,sipri
Croatia,1992,2348957025.4436183,Constant (2024) US$,sipri
Croatia,1993,2983112676.982458,Constant (2024) US$,sipri
Croatia,1994,3352444727.7864394,Constant (2024) US$,sipri
Croatia,1995,3565584429.0163455,Constant (2024) US$,sipri
Croatia,1996,3341759557.945475,Constant (2024) US$,sipri
Croatia,1997,3371330282.48143,Constant (2024) US$,sipri
Croatia,1998,2599232735.608642,Constant (2024) US$,sipri
Croatia,1999,2027028638.8783422,Constant (2024) US$,sipri
Croatia,2000,1436385317.7893286,Constant (2024) US$,sipri
Croatia,2001,1330712725.4637997,Constant (2024) US$,sipri
Croatia,2002,1439597910.5042717,Constant (2024) US$,sipri
Croatia,2003,1165053171.060253,Constant (2024) US$,sipri
Croatia,2004,1058498877.792782,Constant (2024) US$,sipri
Croatia,2005,1104444269.702646,Constant (2024) US$,sipri
Croatia,2006,1116332933.8300872,Constant (2024) US$,sipri
Croatia,2007,1148825157.9607077,Constant (2024) US$,sipri
Croatia,2008,1319045005.5314975,Constant (2024) US$,sipri
Croatia,2009,1201875815.1640792,Constant (2024) US$,sipri
Croatia,2010,1113698894.8778274,Constant (2024) US$,sipri
Croatia,2011,1152789755.2110264,Constant (2024) US$,sipri
Croatia,2012,1053682145.5353066,Constant (2024) US$,sipri
Croatia,2013,1006942734.7254583,Constant (2024) US$,sipri
Croatia,2014,1129939873.0034215,Constant (2024) US$,sipri
Croatia,2015,1124813461.677086,Constant (2024) US$,sipri
Croatia,2016,1069809415.310164,Constant (2024) US$,sipri
Croatia,2017,1136607576.050481,Constant (2024) US$,sipri
Croatia,2018,1110294323.2259388,Constant (2024) US$,sipri
Croatia,2019,1204561312.6477065,Constant (2024) US$,sipri
Croatia,2020,1176049289.9458442,Constant (2024) US$,sipri
Croatia,2021,1532130194.2753253,Constant (2024) US$,sipri
Croatia,2022,1465619992.2320886,Constant (2024) US$,sipri
Croatia,2023,1452471753.6088357,Constant (2024) US$,sipri
Croatia,2024,1730736363.4200215,Constant (2024) US$,sipri
Croatia,2025,1930161404.071397,Constant (2024) US$,sipri
Cyprus,1985,90866508.39615624,Constant (2024) US$,sipri
Cyprus,1986,120385269.9987876,Constant (2024) US$,sipri
Cyprus,1987,445197438.2800745,Constant (2024) US$,sipri
Cyprus,1988,510229901.9148604,Constant (2024) US$,sipri
Cyprus,1989,523738568.8986185,Constant (2024) US$,sipri
Cyprus,1990,779417537.5218146,Constant (2024) US$,sipri
Cyprus,1991,765097881.1079285,Constant (2024) US$,sipri
Cyprus,1992,1047208102.0994133,Constant (2024) US$,sipri
Cyprus,1993,470475637.7172807,Constant (2024) US$,sipri
Cyprus,1994,494691980.0429763,Constant (2024) US$,sipri
Cyprus,1995,443668895.4028322,Constant (2024) US$,sipri
Cyprus,1996,665835375.5171069,Constant (2024) US$,sipri
Cyprus,1997,844285504.5637985,Constant (2024) US$,sipri
Cyprus,1998,753688065.496831,Constant (2024) US$,sipri
Cyprus,1999,466099056.451448,Constant (2024) US$,sipri
Cyprus,2000,497476586.7645204,Constant (2024) US$,sipri
Cyprus,2001,587379227.30149,Constant (2024) US$,sipri
Cyprus,2002,401549056.39701915,Constant (2024) US$,sipri
Cyprus,2003,388637401.08919394,Constant (2024) US$,sipri
Cyprus,2004,403790955.1856786,Constant (2024) US$,sipri
Cyprus,2005,438748397.6667873,Constant (2024) US$,sipri
Cyprus,2006,431704575.53981125,Constant (2024) US$,sipri
Cyprus,2007,409214610.01395845,Constant (2024) US$,sipri
Cyprus,2008,410574921.2820689,Constant (2024) US$,sipri
Cyprus,2009,448208583.8689796,Constant (2024) US$,sipri
Cyprus,2010,465044686.44546574,Constant (2024) US$,sipri
Cyprus,2011,430881612.2580377,Constant (2024) US$,sipri
Cyprus,2012,393390469.25886965,Constant (2024) US$,sipri
Cyprus,2013,354944562.65710723,Constant (2024) US$,sipri
Cyprus,2014,334724151.0916905,Constant (2024) US$,sipri
Cyprus,2015,374816557.810558,Constant (2024) US$,sipri
Cyprus,2016,343468261.4994375,Constant (2024) US$,sipri
Cyprus,2017,407484562.70852786,Constant (2024) US$,sipri
Cyprus,2018,481274534.70470476,Constant (2024) US$,sipri
Cyprus,2019,520959256.1753038,Constant (2024) US$,sipri
Cyprus,2020,536967899.8054438,Constant (2024) US$,sipri
Cyprus,2021,566229328.8051437,Constant (2024) US$,sipri
Cyprus,2022,577273221.9745226,Constant (2024) US$,sipri
Cyprus,2023,569642225.1574007,Constant (2024) US$,sipri
Cyprus,2024,596022335.1527699,Constant (2024) US$,sipri
Cyprus,2025,631515028.4034345,Constant (2024) US$,sipri
Czechia,1993,3564114166.8902907,Constant (2024) US$,sipri
Czechia,1994,3681620198.900899,Constant (2024) US$,sipri
Czechia,1995,3530632725.568405,Constant (2024) US$,sipri
Czechia,1996,3502738182.871241,Constant (2024) US$,sipri
Czechia,1997,3312111314.2175517,Constant (2024) US$,sipri
Czechia,1998,3595110704.45734,Constant (2024) US$,sipri
Czechia,1999,3898185382.2692223,Constant (2024) US$,sipri
Czechia,2000,4025029385.9306417,Constant (2024) US$,sipri
Czechia,2001,3872215322.326004,Constant (2024) US$,sipri
Czechia,2002,4133330602.110999,Constant (2024) US$,sipri
Czechia,2003,4488732850.546779,Constant (2024) US$,sipri
Czechia,2004,4309641373.532892,Constant (2024) US$,sipri
Czechia,2005,4711871520.732221,Constant (2024) US$,sipri
Czechia,2006,4352730089.874081,Constant (2024) US$,sipri
Czechia,2007,4200673547.673221,Constant (2024) US$,sipri
